Fecha,Departamento,Municipio,Barrio,Clase de sitio,Arma empleada,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR
25/08/15,NARIÑO,PASTO (CT),MIRAFLORES I,VIAS PUBLICAS,LLAVE MAESTRA,52001000,AUTOMOVIL,CHEVROLET,CORSA,2010,ROJO
25/08/15,TOLIMA,COYAIMA,VRDA. BUENAVISTA,VIAS PUBLICAS,LLAVE MAESTRA,73217000,RETROESCAVADORA,CATERPILLAR,LINEA STANDARD,2014,AMARILLO Y NEGRO
25/08/15,VALLE,CALI (CT),SAN FERNANDO NUEVO E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,323,1999,ESTRATO DE PERLA
25/08/15,VALLE,CALI (CT),URBANIZACION CALIMIO E6,VIAS PUBLICAS,ARMA DE FUEGO,76001000,CAMIONETA,FORD,EXPLORET,2005,BLANCO
25/08/15,VALLE,CALI (CT),CALYPSO E13,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO 1.4 GTI,2010,BLANCO
26/08/15,ANTIOQUIA,MEDELLÍN (CT),PRADO C-10,PARQUEADERO,LLAVE MAESTRA,5001000,AUTOMOVIL,MAZDA,626,1991,ROJO
26/08/15,ANTIOQUIA,MEDELLÍN (CT),BARRIO NUEVO S.C.,VIAS PUBLICAS,LLAVE MAESTRA,5001000,AUTOMOVIL,CHEVROLET,AVEO 1.4,2008,GRIS
26/08/15,ANTIOQUIA,SABANETA,VDA. CAÑAVERALEJO,VIAS PUBLICAS,LLAVE MAESTRA,5631000,CAMIONETA,MAZDA,BTNO REPORTADO50 DOBLE CABINA 2500,2010,AZUL
26/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),TINTAL    E-8,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2012,NEGRO
26/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),SANTA INÉS SANTA HELENA E-11,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,DAEWOO,CIELO,1997,GRIS
26/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),CARVAJAL E-8,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,11001000,CAMIONETA,MAZDA,B2200,1998,BLANCO
26/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),TINTALA E-8,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,11001000,CAMION,CHEVROLET,NPR,2007,ROJO
26/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),LOS ALMENDROS E-8,PARQUEADERO,LLAVE MAESTRA,11001000,CAMION,CHEVROLET,NPR,2008,PLATA
26/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),TINTAL    E-8,BAHIA,LLAVE MAESTRA,11001000,AUTOMOVIL,MAZDA,323,1989,STRATO PLATA
26/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),BRITALIA E-11,FRENTE CONJUNTO - VIA PUBLICA,ARMA DE FUEGO,11001000,AUTOMOVIL,CHEVROLET,SPARK,2011,BLANCO
26/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),ARBORIZADORA ALTA E-19,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,MAZDA,323,1989,STRATO PLATA
26/08/15,GUAJIRA,BARRANCAS,EL PILAR,VIAS PUBLICAS,ARMA DE FUEGO,44078000,AUTOMOVIL,MAZDA,ALEGRO,2006,NEGRO
26/08/15,GUAJIRA,SAN JUAN DEL CESAR,TRAMO DE VIA,CARRETERA,ARMA DE FUEGO,44650000,CAMIONETA,TOYOTA,AVALON,2014,BLANCO
26/08/15,VALLE,CALI (CT),CENTENARIO E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,PICANTO,2012,BLANCO
26/08/15,VALLE,CALI (CT),EL LIMONAR E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2007,ROJO
26/08/15,VALLE,CALI (CT),SANTA MONICA RESIDENCIAL E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,PICANTO,2009,PLATA
26/08/15,VALLE,CALI (CT),PORVENIR E4,PARQUEADERO,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,OPTRA,2013,BEIGE
26/08/15,VALLE,CALI (CT),EL PEÑON E3,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,ALLEGRO 1.3 HATCBACK,2000,ROJO
26/08/15,VALLE,CALI (CT),LOS ANDES B E5,PANADERIAS,ARMA DE FUEGO,76001000,AUTOMOVIL,KIA,RIO,2015,PLATA
26/08/15,VALLE,CALI (CT),CHAMPAGNAT E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,I10,2013,GRIS
26/08/15,VALLE,CALI (CT),BELLAVISTA E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,NISSAN,SENTRA,1995,BLANCO
27/08/15,ANTIOQUIA,ENVIGADO,ALTO DE MISAEL,VIAS PUBLICAS,ARMA DE FUEGO,5266000,TAXI,HYUNDAI,ATOS,2011,AMARILLO
27/08/15,ANTIOQUIA,MEDELLÍN (CT),CORDOBA C-7,PARQUEADERO,LLAVE MAESTRA,5001000,AUTOMOVIL,KIA,PICANTO,2013,PLATA
27/08/15,ANTIOQUIA,RIONEGRO,SECTOR GALERIA,VIAS PUBLICAS,CONTUNDENTES,5615000,AUTOMOVIL,RENAULT,R9,1985,BLANCO
27/08/15,CAUCA,PUERTO TEJADA,Sector Fabrica el Hormiguero,CARRETERA,ARMA DE FUEGO,19573000,CAMION,KIA,K2700,1999,BLANCO
27/08/15,CESAR,VALLEDUPAR (CT),SAN VICENTE,VIAS PUBLICAS,LLAVE MAESTRA,20001000,AUTOMOVIL,MAZDA,323,1990,SILICE TORNADO
27/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),GRANJAS DE TECHO E-9,VIAS PUBLICAS,ARMA DE FUEGO,11001000,FURGON,JAC,LINEA STANDARD,2011,BLANCO
27/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA AURORA I SECTOR E-5,PARQUEADERO,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPRINT,1989,NEGRO
27/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),TINTAL    E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPRINT,1991,ROJO
27/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),PALERMO E-13,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2010,AZUL
27/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),BOSQUE POPULAR E-10,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,NISSAN,VERSA,2015,GRIS
27/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA CABAÑA Y LA SUERTE E-7,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2012,BEIGE
27/08/15,GUAJIRA,MANAURE,TRAMO DE VIA,CARRETERA,ARMA DE FUEGO,44560000,AUTOMOVIL,NISSAN,ALMERA,1994,BLANCO
27/08/15,VALLE,CALI (CT),VILLAS DE VERACRUZ E5,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,NISSAN,SENTRA,1994,PLATEADO
27/08/15,VALLE,CALI (CT),EL TREBOL E8,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,RIO,2.016,PLATA
27/08/15,VALLE,CALI (CT),CRISTOBAL COLON E10,VIAS PUBLICAS,LLAVE MAESTRA,76001000,BUSETA,IVECO,5912,1998,BLANCO
28/08/15,ANTIOQUIA,BELLO,VDA. LA CHINA,CARRETERA,ARMA DE FUEGO,5088000,CAMION,CHEVROLET,FRR,2015,BLANCO
28/08/15,ANTIOQUIA,CALDAS,VDA. LA SALADA PARTE BAJA,CARRETERA,ARMA DE FUEGO,5129000,TRACTO_CAMION,INTERNATIONAL,LINEA STANDARD,2015,NARANJA
28/08/15,ANTIOQUIA,COPACABANA,CRISTO REY,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5212000,CAMIONETA,HYUNDAI,SANTAFE,2013,GRIS
28/08/15,ANTIOQUIA,ITAGUI,EL ROSARIO,VIAS PUBLICAS,LLAVE MAESTRA,5360000,AUTOMOVIL,MAZDA,6,2010,NEGRO
28/08/15,ANTIOQUIA,MEDELLÍN (CT),PRADO C-10,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,RENAULT,STEPWAY,2013,GRIS
28/08/15,ANTIOQUIA,MEDELLÍN (CT),MIRAVALLE C-16,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,MAZDA,ALEGRO,2010,BLANCO
28/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),OLAYA E-18,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,MAZDA,323,1995,ESTRATO DE PERLA
28/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),IBERIA E-11,PARQUEADERO,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,CAPTIVA SPORT 2400,2012,CAFE
28/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),VERAGUAS CENTRAL IV SECTOR E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,ATOS,2006,ROJO
28/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),OSPINA PÉREZ E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,KIA,RIO,2014,ROJO
28/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),OSPINA PÉREZ E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,MAZDA,B2600,2007,PLATA
28/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),LOS SOCHES E-5,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,NISSAN,D22,2015,PLATA
28/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),TINTALA E-8,VIAS PUBLICAS,ARMA DE FUEGO,11001000,CAMION,CHEVROLET,NPR,2012,BLANCO
28/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),CANDELARIA LA NUEVA I SECTOR E-19,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,CHEVETTE,1988,BLANCO
28/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),VENECIA E-6,VIAS PUBLICAS,ESCOPOLAMINA,11001000,AUTOMOVIL,RENAULT,LOGAN 1.6 DYNAMIQUE,2008,NEGRO
28/08/15,CUNDINAMARCA,MOSQUERA,VILLA MARIA I,FRENTE CONJUNTO - VIA PUBLICA,ARMA DE FUEGO,25473000,FURGON,FOTON,FORLAND,2008,PLATEADO
28/08/15,NARIÑO,IPIALES,AVENIDA PANAMERICANA,VIAS PUBLICAS,LLAVE MAESTRA,52356000,CAMIONETA,TOYOTA,HILUX,1995,BEIGE
28/08/15,NARIÑO,IPIALES,TERMINAL,PARQUEADERO,LLAVE MAESTRA,52356000,CAMION,CHEVROLET,NPR,2.016,BLANCO
28/08/15,RISARALDA,PEREIRA (CT),EL CAMPIN ETAPA I,PARQUEADERO,LLAVE MAESTRA,66001000,CAMPERO,TOYOTA,LAND CRUSER,1997,BLANCO
28/08/15,VALLE,CALI (CT),CANEY E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,CHEVROLET,LUV 1.6,1996,BLANCO
28/08/15,VALLE,CALI (CT),SAN JOAQUIN E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,RIO,2011,NEGRO Y NIQUEL
28/08/15,VALLE,CALI (CT),CAÑAVERALEJO - SEGUROS P. E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,TOYOTA,PRADO,2008,GRIS
28/08/15,VALLE,CALI (CT),VERSALLES E2,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,323,1994,VERDE
28/08/15,VALLE,CALI (CT),CIUDADELA FLORALIA E6,BAHIA,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,ALTOS,2012,GRIS
28/08/15,VALLE,CALI (CT),CIUDADELA CONFANDI E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,KIA,SORENTO,2008,NEGRO GRAFITO
28/08/15,VALLE,CALI (CT),EL NACIONAL E3,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,PICANTO 1.1 EX AUT,2013,AZUL
28/08/15,VALLE,CALI (CT),EL INGENIO E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,PICANTO,2010,GRIS
28/08/15,VALLE,CALI (CT),TEJARES DE SALOMIA E6,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO 1.4,2006,GRIS
29/08/15,ANTIOQUIA,COPACABANA,YARUMITO,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5212000,AUTOMOVIL,RENAULT,R9,1987,AZUL
29/08/15,ANTIOQUIA,MEDELLÍN (CT),TRICENTENARIO C-5,VIAS PUBLICAS,ESCOPOLAMINA,5001000,AUTOMOVIL,CHEVROLET,AVEO 1.4,2006,PLATA
29/08/15,ANTIOQUIA,MEDELLÍN (CT),ROSALES C-16,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,MAZDA,2,2015,BLANCO
29/08/15,ANTIOQUIA,MEDELLÍN (CT),CRISTO REY C-15,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,DAIHATSU,TERIOS,2008,PLATA
29/08/15,ATLÁNTICO,BARRANQUILLA (CT),LAS NIEVES,VIAS PUBLICAS,LLAVE MAESTRA,8001000,AUTOMOVIL,MAZDA,323,1993,AZUL
29/08/15,ATLÁNTICO,BARRANQUILLA (CT),SAN FELIPE,VIAS PUBLICAS,LLAVE MAESTRA,8001000,AUTOMOVIL,HYUNDAI,ACCENT,1998,ROJO
29/08/15,ATLÁNTICO,SOLEDAD,TERRANOVA I,VIAS PUBLICAS,ARMA DE FUEGO,8758000,CAMION,CHEVROLET,NQR,2013,BLANCO
29/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),BOCHICA E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,RENAULT,R9,1997,ROJO
29/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),MATATIGRES E-18,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,NISSAN,VANETTE,1994,BLANCO
29/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),BOCHICA III E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,VITARA,2014,BLANCO
29/08/15,META,EL DORADO,VEREDA AGUAS ZARCAS,CASAS DE HABITACION,ARMA DE FUEGO,50270000,CAMIONETA,NISSAN,NAVARA,2011,BEIGE
29/08/15,RISARALDA,PEREIRA (CT),SANTANDER - CENTRO V3,VIAS PUBLICAS,LLAVE MAESTRA,66001000,CAMIONETA,TOYOTA,FORTUNER,2011,NEGRO GRAFITO
29/08/15,SUCRE,SINCELEJO (CT),BUENOS AIRES,CONJUNTO RESIDENCIAL,NO REPORTADO,70001000,VEHICULONO REPORTADOPANEL,NISSAN,PATROL 4.8 GL SW 4800,NO REPORTADO,GRIS
29/08/15,TOLIMA,IBAGUÉ (CT),VRDA. LA HELENA,CARRETERA,ARMA DE FUEGO,73001000,CAMION,FORD,F350,1995,PLATA
29/08/15,VALLE,CALI (CT),PATIO BONITO E1,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SWIFT,1995,PLATA NIQUEL
29/08/15,VALLE,CALI (CT),MORICHAL DE COMFANDI E15,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SPRINT,2004,PLATA
29/08/15,VALLE,CALI (CT),CAÑAVERALES - LOS SAMANES E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2008,PLATA
29/08/15,VALLE,CALI (CT),SANTA ISABEL E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,I10,2011,GRIS
29/08/15,VALLE,CALI (CT),PRIMERO DE MAYO E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,HYUNDAI,TUCSON IX35 2000,2013,PLATA
29/08/15,VALLE,CALI (CT),LA LIBERTAD E10,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,PICANTO 1.1 LX MEC,2010,GRIS
29/08/15,VALLE,CALI (CT),TORRES DE CONFANDI E5,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,I10,2009,ROJO
29/08/15,VALLE,CALI (CT),CANEY E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO 1.4,2007,GRIS
29/08/15,VALLE,LA VICTORIA,CGTO  SAN JOSE,VIAS PUBLICAS,LLAVE MAESTRA,76403000,MICROBUS,ASIA MOTOR,LINEA STANDARD,1993,BLANCO
30/08/15,ANTIOQUIA,ENVIGADO,LA MINA,INTERIOR VEHICULO SERVICIO PUBLICO,ARMA DE FUEGO,5266000,TAXI,HYUNDAI,I10,2015,AMARILLO
30/08/15,ANTIOQUIA,GUARNE,SAN VICENTE,VIAS PUBLICAS,ARMA BLANCA,5318000,AUTOMOVIL,CHEVROLET,CORSA ACTIVE SPEED,1998,GRIS
30/08/15,CAUCA,EL TAMBO,CENTRO,VIAS PUBLICAS,ARMA DE FUEGO,19256000,AUTOMOVIL,MAZDA,323,1996,ROJO
30/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),LAS CRUCES E-3,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,N300,2013,BLANCO
30/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),TINTAL    E-8,FRENTE A EDIFICIO - VIA PUBLICA,LLAVE MAESTRA,11001000,CAMIONETA,MAZDA,BTNO REPORTADO50 DOBLE CABINA 2500,2013,BLANCO
30/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),LUSITANIA E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,SANTRO 1.1,2005,PLATA
30/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),VEINTE DE JULIO E-4,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,TROOPER,1988,BLANCO
30/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),CASTILLA LA NUEVA E-8,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,11001000,AUTOMOVIL,MAZDA,323,1991,STRATO PLATA
30/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),MUZU E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMPERO,CHEVROLET,VITARA,1997,GRIS
30/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),FLORENCIA E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,AVEO 1.4,2011,ROJO
30/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),GRAN GRANADA E-10,FRENTE A EDIFICIO - VIA PUBLICA,LLAVE MAESTRA,11001000,CAMIONETA,NISSAN,FRONTIER,2013,VERDE OSCURO
30/08/15,META,VILLAVICENCIO (CT),LLANO LINDO,VIAS PUBLICAS,NO REPORTADO,50001000,CAMIONETA,CHEVROLET,LINEA STANDARD,2012,PLATA NIQUEL
30/08/15,VALLE,CALI (CT),CHIMINANGOS I E5,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,323,1993,ROJO
30/08/15,VALLE,CALI (CT),LOS GUAYACANES E5,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO 1.4,2012,GRIS
30/08/15,VALLE,CALI (CT),VALLE DEL LILI E17,BAHIA,LLAVE MAESTRA,76001000,CAMIONETA,CHEVROLET,LUV 1.6,1998,AZUL
30/08/15,VALLE,CALI (CT),BELALCAZAR E9,VIAS PUBLICAS,ARMA DE FUEGO,76001000,CAMIONETA,CHEVROLET,VITARA,2009,BLANCO
30/08/15,VALLE,YUMBO,CGTO MULALO E25,VIAS PUBLICAS,LLAVE MAESTRA,76892000,AUTOMOVIL,KIA,NEW SPORTAGE 2.0 AUT,2012,BLANCO
31/08/15,ANTIOQUIA,COPACABANA,VDA. ZARZAL CURAZAO,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5212000,CAMIONETA,TOYOTA,LAND CRUSER,1985,AZUL
31/08/15,ANTIOQUIA,GUARNE,LA CLARA,FINCAS Y SIMILARES,ARMA DE FUEGO,5318000,CAMIONETA,CHEVROLET,LUV 2.0,1992,NEGRO Y BLANCO
31/08/15,ANTIOQUIA,MEDELLÍN (CT),ROSALES C-16,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,MAZDA,2,2011,PLATA
31/08/15,ANTIOQUIA,MEDELLÍN (CT),SANTANDER C-6,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5001000,AUTOMOVIL,RENAULT,R9,1986,BLANCO
31/08/15,ATLÁNTICO,BARRANQUILLA (CT),VILLA CAROLINA,CENTRO COMERCIAL,ARMA DE FUEGO,8001000,CAMION,MAZDA,T45,2000,BLANCO
31/08/15,ATLÁNTICO,BARRANQUILLA (CT),7 DE ABRIL,VIAS PUBLICAS,ARMA DE FUEGO,8001000,TAXI,HYUNDAI,I10,2013,AMARILLO
31/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),LISBOA E-11,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,RENAULT,SCENIC,2000,GRIS
31/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL PORVENIR E-5,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,CHEVROLET,N300,2015,BLANCO
31/08/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),ESTACIÓN CENTRAL E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,TOYOTA,HILUX,2008,BLANCO
31/08/15,GUAJIRA,RIOHACHA (CT),CORREGIMIENTO DE COTOPRIX,TROCHA,ARMA DE FUEGO,44001000,CAMIONETA,TOYOTA,LINEA STANDARD,2010,BLANCO
31/08/15,VALLE,CALI (CT),TORRES DE CONFANDI E5,BAHIA,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,RIO,2.016,PLATA
31/08/15,VALLE,CALI (CT),COLSEGUROS ANDES E10,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,RENAULT,R9,1984,AZUL
31/08/15,VALLE,CALI (CT),DESEPAZ INVICALI E21,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,MAZDA,B2000,1994,ROJO
1/09/15,ANTIOQUIA,BELLO,LA MILAGROSA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5088000,CAMIONETA,TOYOTA,LAND CRUSER,1998,BLANCO
1/09/15,ANTIOQUIA,BELLO,SALENTO,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5088000,CAMPERO,CHEVROLET,SAMURAI,1991,BEIGE
1/09/15,ANTIOQUIA,MEDELLÍN (CT),PERPETUO SOCORRO C-10,FRENTE IGLESIA - VIA PUBLICA,LLAVE MAESTRA,5001000,CAMIONETA,MITSUBISHI,MONTERO,1996,BLANCO
1/09/15,ANTIOQUIA,MEDELLÍN (CT),CRISTO REY C-15,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,5001000,CAMIONETA,TOYOTA,PRADO,2011,GRIS
1/09/15,ANTIOQUIA,MEDELLÍN (CT),BLANQUIZAL C-13,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,5001000,AUTOMOVIL,HYUNDAI,I10,2011,GRIS
1/09/15,ATLÁNTICO,BARRANQUILLA (CT),EL PARAISO,CASAS DE HABITACION,LLAVE MAESTRA,8001000,AUTOMOVIL,MAZDA,323,1989,STRATO PLATA
1/09/15,BOYACÁ,DUITAMA,1 DE MAYO,VIAS PUBLICAS,CONTUNDENTES,15238000,AUTOMOVIL,RENAULT,R9,1986,GRIS
1/09/15,CALDAS,ANSERMA,GALICIA,VIAS PUBLICAS,LLAVE MAESTRA,17042000,CAMIONETA,CHEVROLET,LUV 2.5,1998,AZUL
1/09/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),SANTA BARBARA E-1,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2007,NEGRO
1/09/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),VILLA ADRIANA E-8,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,11001000,CAMIONETA,HYUNDAI,TUCSON IX35 2000,2015,PLATA
1/09/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),CHICO NORTE I E-2,VIAS PUBLICAS,ESCOPOLAMINA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2011,ROJO
1/09/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),HIPOTECHO OCCIDENTAL E-8,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,11001000,AUTOMOVIL,MAZDA,626,2000,BLANCO
1/09/15,CUNDINAMARCA,BOGOTÁ D.C. (CT),VERBENAL E-1,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,MAZDA,BTNO REPORTADO50 DOBLE CABINA 2500,2012,BLANCO
1/09/15,NORTE DE SANTANDER,CÚCUTA (CT),BARRIO DOÑA NIDIA,VIAS PUBLICAS,ARMA DE FUEGO,54001000,CAMIONETA,TOYOTA,HILUX,2009,AZUL
1/09/15,SANTANDER,ZAPATOCA,LA RAIZ,VIAS PUBLICAS,LLAVE MAESTRA,68895000,MOTOCICLETA,BAJAJ,PULSAR,2011,NEGRO
1/09/15,VALLE,CALI (CT),PANAMERICANO E10,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,RENAULT,R9,1996,ROJO
1/09/15,VALLE,CALI (CT),CALDAS E18,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,ATOS,2006,PLATA
1/09/15,VALLE,CALI (CT),LILI E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2009,BEIGE
1/09/15,VALLE,CALI (CT),CIUDAD 2000 E16,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,CHEVROLET,DNO REPORTADOMAX 2.4 4X2,2008,PLATA NIQUEL
