Fecha,Departamento,Municipio,Barrio,Clase de sitio,Arma empleada,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR
1/01/18,ANTIOQUIA,EL CARMEN DE VIBORAL,AURORA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,5148000,AUTOMOVIL,RENAULT,LINEA STANDARD,2010,NEGRO
1/01/18,ATLÁNTICO,SOLEDAD,CACHIMBERO,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,8758000,RETROEXCAVADORA,CATERPILLAR,420D,2013,AMARILLO
1/01/18,CAUCA,POPAYÁN (CT),VILLA DEL NORTE,VIAS PUBLICAS,LLAVE MAESTRA,19001000,AUTOMOVIL,CHEVROLET,SWITF TAXI,1997,BLANCO
1/01/18,CESAR,VALLEDUPAR (CT),LA VEGA,CARRETERA,LLAVE MAESTRA,20001000,CAMIONETA,HYUNDAI,H1,2013,ROJO
1/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),BACHUE E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,RENAULT,-,1974,AZUL
1/01/18,TOLIMA,CHAPARRAL,VERSALLES,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,73168000,AUTOMOVIL,RENAULT,STEPWAY,2015,ROJO
1/01/18,VALLE,CALI (CT),JORGE ELIECER GAITAN E6,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SPRINT,1994,VERDE
1/01/18,VALLE,CALI (CT),LA NUEVA BASE E8,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SWIFT,1994,PLATEADO
2/01/18,ANTIOQUIA,MEDELLÍN (CT),LA AGUACATALA C-14,EMPRESA,SIN EMPLEO DE ARMAS,5001000,AUTOMOVIL,NISSAN,MARCH,2017,BLANCO
2/01/18,ATLÁNTICO,BARRANQUILLA (CT),CARLOS MEISEL,VIAS PUBLICAS,ARMA DE FUEGO,8001000,AUTOMOVIL,RENAULT,LOGAN,2014,GRIS
2/01/18,CAUCA,POPAYÁN (CT),VERSALLES,VIAS PUBLICAS,LLAVE MAESTRA,19001000,CAMPERO,MITSUBISHI,MONTERO V 12 VNDL,1995,AZUL
2/01/18,CESAR,VALLEDUPAR (CT),BELLA VISTA,VIAS PUBLICAS,LLAVE MAESTRA,20001000,AUTOMOVIL,MAZDA,ALLEGRO,1995,ESTRATO DE PERLA
2/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),VILLA MARIA I E-11,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,VEHICULO-PANEL,MAZDA,B 2200,2010,BLANCO
2/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),ESTRELLA DEL NORTE E-1,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,CHEVROLET,LUV-TFR,1995,AZUL
2/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA ESTANZUELA E-14,PARQUEADERO,LLAVE MAESTRA,11001000,CAMIONETA,HYUNDAI,TUCSON iX35 GLS,2012,BLANCO
2/01/18,VALLE,PALMIRA,CGTO ROZO,PISCINA,LLAVE MAESTRA,76520000,AUTOMOVIL,KIA,SPORTAGE,2016,GRIS
3/01/18,ANTIOQUIA,ENVIGADO,LOMA DEL ESCOBERO,VIAS PUBLICAS,ARMA DE FUEGO,5266000,AUTOMOVIL,BMW,X3,-,BLANCO
3/01/18,ANTIOQUIA,MEDELLÍN (CT),DOCE DE OCTUBRE C-6,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5001000,AUTOMOVIL,CHEVROLET,SWIFT,1992,ROJO
3/01/18,ANTIOQUIA,MEDELLÍN (CT),LA MANSION C-8,VIAS PUBLICAS,CONTUNDENTES,5001000,TAXI,HYUNDAI,ATOS PRIME,2011,AMARILLO
3/01/18,ANTIOQUIA,MEDELLÍN (CT),FATIMA C-16,FRENTE A EDIFICIO - VIA PUBLICA,ARMA DE FUEGO,5001000,AUTOMOVIL,MAZDA,MAZDA2,2014,BLANCO
3/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),BOSA E-7,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,AVEO,2013,GRIS
3/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL CHARCO II E-9,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,I10GL,2012,BLANCO
3/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),GALAN E-16,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,NISSAN,MARCH,2017,GRIS
3/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN FERNANDO E-12,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,MAZDA,LINEA STANDARD,2013,BLANCO
3/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LOS CEDRITOS E-1,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,FORD,FIESTA,2013,ROJO
3/01/18,CUNDINAMARCA,SIBATÉ,LA RESERVA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,25740000,AUTOMOVIL,BAJAJ,AVENGER 220,2014,NEGRO Y BLANCO
3/01/18,NARIÑO,PASTO (CT),AIRE LIBRE,VIAS PUBLICAS,LLAVE MAESTRA,52001000,CAMPERO,CHEVROLET,SAMURAI,1992,AZUL
3/01/18,VALLE,CALI (CT),CALYPSO E13,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2014,BLANCO
3/01/18,VALLE,CALI (CT),SAN ANTONIO E3,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,VOLKSWAGEN,AG MULTIVAN,2018,PLATA
3/01/18,VALLE,CALI (CT),EL PEÑON E3,VIAS PUBLICAS,ARMA DE FUEGO,76001000,CAMIONETA,TOYOTA,PRADO,2018,GRIS
3/01/18,VALLE,CALI (CT),LA FLORA E2,VIAS PUBLICAS,ARMA DE FUEGO,76001000,CAMION,TOYOTA,PRADO,2013,NEGRO
4/01/18,ANTIOQUIA,MEDELLÍN (CT),LA MILAGROSA  C-9,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5001000,AUTOMOVIL,CHEVROLET,SPRINT,1994,VERDE
4/01/18,ANTIOQUIA,MEDELLÍN (CT),LA PALMA C-16,VIAS PUBLICAS,LLAVE MAESTRA,5001000,AUTOMOVIL,CHEVROLET,SPARK,2010,BEIGE
4/01/18,ANTIOQUIA,MEDELLÍN (CT),LAURELES C-11,VIAS PUBLICAS,LLAVE MAESTRA,5001000,CAMPERO,CHEVROLET,SAMURAI,1997,BLANCO
4/01/18,ANTIOQUIA,TÁMESIS,LA BOMBA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,5789000,VEHICULO-PANEL,GREAT WALL,SO COOL,2008,BLANCO
4/01/18,ATLÁNTICO,BARRANQUILLA (CT),MODERNO,VIAS PUBLICAS,LLAVE MAESTRA,8001000,AUTOMOVIL,MAZDA,626 MILENIUM,2006,NEGRO Y BLANCO
4/01/18,CÓRDOBA,LORICA,LOS ANDES,VIAS PUBLICAS,LLAVE MAESTRA,23417000,CAMION,CHEVROLET,LINEA STANDARD,2016,BLANCO
4/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),URB. CANODROMO E-11,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,RENAULT,LOGAN FAMILIER,2011,NEGRO
4/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),CIUDAD KENNEDY NORTE   E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,KIA,PICANTO EX,2015,ROJO
4/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),VEINTE DE JULIO E-4,PARQUEADERO,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,CHEVETTE,1987,ROJO
4/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),TIMIZA CÉLULA A LOTE RA-2 E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,MOTOCICLETA,MAZDA,323 NB,1985,STRATO PLATA
4/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),HORIZONTES E-1,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2017,NEGRO
4/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),CIUDAD JARDIN SUR E-15,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,KIA,SOUL,2011,NEGRO
4/01/18,GUAJIRA,MAICAO,CENTRO,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,44430000,VEHICULO-PANEL,CHEVROLET,LINEA STANDARD,2013,VERDE
4/01/18,QUINDÍO,CALARCA,SECTOR ALTO DE LA LINEA,TRAMO DE VIA,ESCOPOLAMINA,63130000,TRACTOMULA,KENWORTH,K300,2012,NARANJA
4/01/18,SANTANDER,FLORIDABLANCA,TORRES DE SAN FELIPE I,BODEGAS Y SIMILARES,SIN EMPLEO DE ARMAS,68276000,AUTOMOVIL,RENAULT,STEPWAY,2018,BLANCO
4/01/18,VALLE,CALI (CT),LOS ANDES E5,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,76001000,AUTOMOVIL,CHEVROLET,SPARK,2017,AZUL
4/01/18,VALLE,CALI (CT),EL GRAN LIMONAR E17,VIAS PUBLICAS,ARMA DE FUEGO,76001000,AUTOMOVIL,AUDI,ALLROAD,2015,ROJO
4/01/18,VALLE,JAMUNDÍ,RANCHO ALEGRE (24-S-02),FINCAS Y SIMILARES,LLAVE MAESTRA,76364000,CAMIONETA,TOYOTA,HILUX RN 85,1995,BEIGE
5/01/18,ANTIOQUIA,BELLO,GUASIMALITO,VIAS PUBLICAS,ARMA DE FUEGO,5088000,AUTOMOVIL,RENAULT,CLIO,2008,GRIS
5/01/18,ANTIOQUIA,MEDELLÍN (CT),VILLA FLORA C-7,VIAS PUBLICAS,LLAVE MAESTRA,5001000,AUTOMOVIL,KIA,CERATO FORTE  HB SX,2012,NEGRO
5/01/18,ANTIOQUIA,MEDELLÍN (CT),PEDREGAL C-6,VIAS PUBLICAS,LLAVE MAESTRA,5001000,CAMPERO,MITSUBISHI,MONTERO V 13 VN,1997,NEGRO
5/01/18,ANTIOQUIA,MEDELLÍN (CT),CAMPO AMOR C-15,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,KIA,LINEA STANDARD,2009,GRIS
5/01/18,ANTIOQUIA,MEDELLÍN (CT),CAMPO AMOR C-15,PARQUEADERO,ARMA DE FUEGO,5001000,AUTOMOVIL,KIA,PICANTO,2009,GRIS
5/01/18,ANTIOQUIA,MEDELLÍN (CT),CAMPO AMOR C-15,VIAS PUBLICAS,ARMA DE FUEGO,5001000,CAMIONETA,KIA,SPORTAGE,2016,GRIS
5/01/18,ANTIOQUIA,SABANETA,CALLE LARGA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5631000,CAMIONETA,CHEVROLET,KB 41B,1981,NARANJA
5/01/18,ATLÁNTICO,BARRANQUILLA (CT),EL RECREO,VIAS PUBLICAS,ARMA DE FUEGO,8001000,AUTOMOVIL,RENAULT,BUGGY,2015,GRIS
5/01/18,CAUCA,POPAYÁN (CT),CIUDAD JARDIN,PARQUEADERO,LLAVE MAESTRA,19001000,VEHICULO-PANEL,MITSUBISHI,MONTERO,1996,AZUL
5/01/18,CESAR,EL COPEY,VEREDA,CARRETERA,ARMA DE FUEGO,20238000,CAMION,INTERNATIONAL,7600,1984,AMARILLO
5/01/18,CESAR,RÍO DE ORO,VEREDA,CARRETERA,ARMA DE FUEGO,20614000,TRACTOMULA,CHEVROLET,BRIGADIER,1994,NEGRO
5/01/18,CESAR,VALLEDUPAR (CT),SIMON BOLIVAR,VIAS PUBLICAS,LLAVE MAESTRA,20001000,AUTOMOVIL,MAZDA,ALLEGRO,1999,GRIS
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),PARQUE NACIONAL E-3,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,ROJO
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),MANDALAY I ETAPA E-8,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,CHEVROLET,AVEO EMOTION,2007,BEIGE
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN MARCOS E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,FORD,RANGER F26DC9,2001,GRIS
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),TECHO  E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,MAZDA,BT 50,2011,PLATA
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA TRINIDAD E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,KIA,PICANTO LX,2017,GRIS
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN MIGUEL E-4,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMION,HINO,FC9JJTA,2017,BLANCO
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),ALCALÁ E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,CHEVETTE,1985,ROJO
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),BONANZA E-10,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,RENAULT,LOGAN,2016,GRIS
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN ANTONIO E-15,BAHIA,LLAVE MAESTRA,11001000,AUTOMOVIL,MAZDA,323 NB,1987,SILICE TORNADO
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL MOCHUELO ORIENTAL E-19,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,RENAULT,LINEA STANDARD,2016,GRIS
5/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),URB. SAN FRANCISCO E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2017,NEGRO
5/01/18,CUNDINAMARCA,FACATATIVÁ,LLANO POPULAR,VIAS PUBLICAS,LLAVE MAESTRA,25269000,AUTOMOVIL,HYUNDAI,i 30,2015,GRIS
5/01/18,CUNDINAMARCA,SOACHA,SAN MATEO,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,25754000,AUTOMOVIL,FIAT,LINEA STANDARD,1996,BLANCO
5/01/18,SANTANDER,SUAITA,PUENTE NACIONAL-VADOREAL,VIAS PUBLICAS,ESCOPOLAMINA,68770000,CAMIONETA,HYUNDAI,TUCSON iX35 GLS,2012,BLANCO
5/01/18,VALLE,CALI (CT),CHIMINANGOS I E5,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,PICANTO,2015,GRIS
5/01/18,VALLE,CALI (CT),LA ALBORADA E16,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,SUZUKI,CELERIO HG M/T,2018,GRIS
5/01/18,VALLE,CALI (CT),VALLE GRANDE E21,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2016,BLANCO
5/01/18,VALLE,CALI (CT),URBANIZACION LA FLORA E2,BAHIA,LLAVE MAESTRA,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2018,BLANCO
5/01/18,VALLE,CALI (CT),EL RODEO E12,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMPERO,MITSUBISHI,MONTERO,1994,GRIS
6/01/18,ANTIOQUIA,MEDELLÍN (CT),LA GLORIA C-16,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5001000,AUTOMOVIL,RENAULT,CLIO,2003,GRIS
6/01/18,ANTIOQUIA,MEDELLÍN (CT),LA AMAPOLA,VIAS PUBLICAS,ARMA DE FUEGO,5001000,AUTOMOVIL,RENAULT,LOGAN,2012,GRIS
6/01/18,ANTIOQUIA,MEDELLÍN (CT),SAN PEDRO  C-4,RODANDO SOBRE VIA - VIA PUBLICA,ARMA DE FUEGO,5001000,AUTOMOVIL,VOLKSWAGEN,POLO CLASSIC,1998,AZUL
6/01/18,ATLÁNTICO,BARRANQUILLA (CT),EL VALLE,VIAS PUBLICAS,LLAVE MAESTRA,8001000,CAMIONETA,TOYOTA,SIN LINEA,2000,BLANCO
6/01/18,ATLÁNTICO,BARRANQUILLA (CT),EL VALLE,VIAS PUBLICAS,LLAVE MAESTRA,8001000,CAMIONETA,DAEWOO,DAMAS STD,2000,BLANCO
6/01/18,CAUCA,POPAYÁN (CT),BOLIVAR,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,19001000,VEHICULO-PANEL,DAIHATSU,TAFT F20 LJK,1982,BLANCO
6/01/18,CESAR,SAN DIEGO,21 DE ENERO,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,20750000,AUTOMOVIL,MAZDA,ALLEGRO,2002,PERLA
6/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),VERAGUAS E-14,VIAS PUBLICAS,ARMA DE FUEGO,11001000,CAMIONETA,TOYOTA,WAGONEER,2011,NEGRO Y BLANCO
6/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),VILLA MAYOR E-18,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,KIA,PICANTO,2018,NARANJA
6/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL MUELLE  E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,DFSK,EQ6390PF22Q2,2015,VERDE
6/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),TINTAL    E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,I10GL,2009,ROJO
6/01/18,META,VILLAVICENCIO (CT),NUEVA GRANADA,VIAS PUBLICAS,NO REPORTADO,50001000,BUS,FORD,F 800,-,VERDE
6/01/18,NARIÑO,PASTO (CT),FATIMA,VIAS PUBLICAS,LLAVE MAESTRA,52001000,AUTOMOVIL,CHEVROLET,SPRINT,1996,VERDE
6/01/18,NARIÑO,PUPIALES,CENTRO,VIAS PUBLICAS,LLAVE MAESTRA,52585000,CAMIONETA,MAZDA,-,2001,GRIS
6/01/18,QUINDÍO,SALENTO,PARQUE PRINCIPAL,VIAS PUBLICAS,ESCOPOLAMINA,63690000,AUTOMOVIL,RENAULT,CLIO,2008,AZUL
6/01/18,SANTANDER,BARBOSA,EL CENTRO,VIAS PUBLICAS,LLAVE MAESTRA,68077000,AUTOMOVIL,MAZDA,B 2600,2005,BLANCO
6/01/18,VALLE,CALI (CT),ALIRIO MORA BELTRAN E14,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,3,2009,PLATEADO
6/01/18,VALLE,CALI (CT),LOS GUAYACANES E5,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SPRINT,1993,PLATEADO
6/01/18,VALLE,CALI (CT),VALLE GRANDE E21,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,76001000,CAMIONETA,HYUNDAI,TUCSON iX35 GL,2013,GRIS
6/01/18,VALLE,CALI (CT),CGTO MONTEBELLO E1,CARRETERA,LLAVE MAESTRA,76001000,CAMIONETA,TOYOTA,PRADO,1999,GRIS
6/01/18,VALLE,CALI (CT),EL CEDRO E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,CERATO,2016,AZUL
7/01/18,ANTIOQUIA,ENVIGADO,PONTEVEDRA,RODANDO SOBRE VIA - VIA PUBLICA,ARMA DE FUEGO,5266000,CAMIONETA,SUZUKI,VITARA ALL-GRIP AT,2017,GRIS
7/01/18,ANTIOQUIA,MARINILLA,LA PEÑA,FINCAS Y SIMILARES,ARMA DE FUEGO,5440000,AUTOMOVIL,RENAULT,CLIO,2008,GRIS
7/01/18,ANTIOQUIA,MEDELLÍN (CT),SANTA MONICA C-12,VIAS PUBLICAS,ARMA DE FUEGO,5001000,CAMIONETA,MITSUBISHI,OUTLANDER GLX,2008,PLATA
7/01/18,ATLÁNTICO,BARRANQUILLA (CT),OLAYA,VIAS PUBLICAS,ARMA DE FUEGO,8001000,AUTOMOVIL,TOYOTA,HILUX EW 4X4,2013,GRIS
7/01/18,ATLÁNTICO,MANATÍ,ZONA RURAL,TROCHA,ARMA BLANCA / CORTOPUNZANTE,8436000,CAMIONETA,CHEVROLET,LUV TFR,1996,BLANCO
7/01/18,ATLÁNTICO,SOLEDAD,COSTA HERMOSA,VIAS PUBLICAS,LLAVE MAESTRA,8758000,AUTOMOVIL,FORD,LASER,2000,AZUL
7/01/18,CAUCA,CALDONO,C/MIENTO PESCADOR,CARRETERA,LLAVE MAESTRA,19137000,AUTOMOVIL,CHEVROLET,LINEA STANDARD,1994,VERDE OSCURO
7/01/18,CAUCA,EL TAMBO,CENTRO,VIAS PUBLICAS,LLAVE MAESTRA,19256000,CAMPERO,MITSUBISHI,CANTER,1995,PERLA
7/01/18,CÓRDOBA,MONTERÍA (CT),VIA MONTERIA - TIERRALTA,VIAS PUBLICAS,ARMA DE FUEGO,23001000,CAMIONETA,CHEVROLET,LUV,2014,BLANCO
7/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),ZONAS NO UBICADAS E-3,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMPERO,TOYOTA,FJ 73,1998,BLANCO
7/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),MARIA PAZ E-8,BAHIA,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,GRAND I10,2016,GRIS
7/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA ISABELA II E-10,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,TOYOTA,LAND CRUISER,1991,BLANCO
7/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),CATALUÑA E-11,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,ROJO
7/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),BOITA E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMPERO,MITSUBISHI,MONTERO,1989,STRATO PLATA
7/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),OSPINA PÉREZ E-16,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,RENAULT,LOGAN FAMILIER,2015,ROJO
7/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),GORGONZOLA E-16,VIAS PUBLICAS,ARMA DE FUEGO,11001000,TRACTO_CAMION,FREIGHTLINER,CL 120,2007,NEGRO Y BLANCO
7/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),CIUDAD JARDIN SUR E-15,PARQUEADERO,ARMA DE FUEGO,11001000,AUTOMOVIL,KIA,PICANTO LX,2012,PLATA
7/01/18,NARIÑO,SAN ANDRES DE TUMACO,VEREDA CANDELILLAS,VIAS PUBLICAS,ARMA DE FUEGO,52835000,VOLQUETA,INTERNATIONAL,A 112,2013,BLANCO
7/01/18,NORTE DE SANTANDER,CÚCUTA (CT),BARRIO CENABASTOS,VIAS PUBLICAS,LLAVE MAESTRA,54001000,AUTOMOVIL,MAZDA,323,1989,NEGRO
7/01/18,NORTE DE SANTANDER,LOS PATIOS,BARRIO LA SABANA,PARQUEADERO,LLAVE MAESTRA,54405000,CAMION,CHEVROLET,FRR,2017,BLANCO
7/01/18,SANTANDER,BARRANCABERMEJA,-,ESTABLECIMIENTO DE COMERCIO,SIN EMPLEO DE ARMAS,68081000,CAMIONETA,NISSAN,D22,-,PLATEADO
8/01/18,ANTIOQUIA,MEDELLÍN (CT),FLORENCIA C-5,VIAS PUBLICAS,LLAVE MAESTRA,5001000,CAMIONETA,CHEVROLET,LUV,1985,ROJO
8/01/18,CAUCA,POPAYÁN (CT),LA GRAN VICTORIA,VIAS PUBLICAS,LLAVE MAESTRA,19001000,VEHICULO-PANEL,RENAULT,SANDERO,2012,GRIS
8/01/18,CESAR,LA PAZ,FRAY JUAQUIN DE ORIJUELA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,20621000,AUTOMOVIL,MAZDA,1AAN3M,2004,PERLA
8/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LAGOS DE SUBA E-11,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2016,ROJO
8/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN BERNARDINO E-7,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,RENAULT,R 18,1987,VERDE
8/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN ANTONIO E-1,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMPERO,CHEVROLET,VITARA,1994,VERDE
8/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA FLORIDA E-10,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,11001000,AUTOMOVIL,KIA,RIO,2015,AZUL BALTICO
8/01/18,CUNDINAMARCA,SOACHA,COMPARTIR,VIAS PUBLICAS,ESCOPOLAMINA,25754000,TAXI,HYUNDAI,ACCENT GLS,2011,AMARILLO
8/01/18,GUAJIRA,SAN JUAN DEL CESAR,TRAMO DE VIA,TRAMO DE VIA,ARMA DE FUEGO,44650000,CAMIONETA,TOYOTA,FORTUNER,2011,GRIS
8/01/18,SANTANDER,PIEDECUESTA,LA RIOJA,VIAS PUBLICAS,LLAVE MAESTRA,68547000,AUTOMOVIL,RENAULT,R 6,1977,BLANCO
8/01/18,VALLE,CALI (CT),CIUDADELA FLORALIA E6,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,AVEO,2008,GRIS
8/01/18,VALLE,CALI (CT),VILLA DEL PRADO - EL GUABITO E5,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SONIC,2015,PLATEADO
9/01/18,ANTIOQUIA,BELLO,CIUDADELA DEL NORTE,VIAS PUBLICAS,ARMA DE FUEGO,5088000,AUTOMOVIL,CHEVROLET,SAIL,2014,BLANCO
9/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA MARIA E-19,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMIONETA,CHEVROLET,NPR,-,BLANCO
9/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),TECHO  E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,AVEO,2012,ROJO
9/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),TIMIZA CÉLULA A LOTE RA-2 E-8,BAHIA,LLAVE MAESTRA,11001000,CAMIONETA,CHEVROLET,LUV TFR,2004,BLANCO
9/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),TIMIZA CÉLULA A LOTE RA-2 E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,CHEVROLET,LUV TFR LWB,2001,BLANCO
9/01/18,CUNDINAMARCA,BOGOTÁ D.C. (CT),ALCALÁ E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2018,ROJO
